reseña_bruta;rating;tema_principal
Simplemente correcto. precio norml supongo fatal;3;precio
Simplemente correcto. funcion pero  veces fll;3;usabilidad_app
Cumplió sin destacar demasiado. A VECES HAY SERVICIO A VECES NO;3;cobertura_zona
Simplemente correcto. clidd norml, nd especil;3;calidad_comida
Quedé bastante decepcionado. atencion pesima no responden 😡 pfff;1;soporte_cliente
El servicio fue insatisfactorio. tardo muchisimo la entrega;2;tiempo_entrega
Fue una experiencia muy agradable. ESPECTACULAR la comida 😍🔥;5;calidad_comida
No fue nada fuera de lo común. funciona pero a veces falla brutal;3;usabilidad_app
La experiencia dejó mucho que desear. no muy buena la calidad 😭;2;calidad_comida
Superó mis expectativas. impresionante lo rapido que llego 🔥;5;tiempo_entrega
El servicio fue insatisfactorio. ALGO FRIA PERO COMIBLE pfff;2;calidad_comida
Quedé muy satisfecho con el servicio. super barato con la promo 🔥;5;precio
Fue una experiencia estándar. calidad normal, nada especial;3;calidad_comida
Quedé bastante decepcionado. crshe todo el rto 😤;1;usabilidad_app
No fue nada fuera de lo común. CALIDAD NORMAL, NADA ESPECIAL;3;calidad_comida
Fue una experiencia estándar.  veces hy servicio  veces no;3;cobertura_zona
No cumplió con lo esperado. TARDARON EN CONTESTAR 😭;2;soporte_cliente
El servicio fue insatisfactorio. SOPORTE INUTIL;1;soporte_cliente
Fue una experiencia muy agradable. soporte excelente solucionaron todo 👏;5;soporte_cliente
En general, estuvo aceptable. clidd norml, nd especil;3;calidad_comida
Todo salió realmente bien. pedido perfecto sin errores 👏 😊;5;errores_pedido
No fue nada fuera de lo común. funciona pero a veces falla;3;usabilidad_app
Todo salió realmente bien. PEDIDO PERFECTO SIN ERRORES 👏;5;errores_pedido
Quedé muy satisfecho con el servicio. app facil de usar 👍;4;usabilidad_app
No fue una buena experiencia. NO HAY REPARTIDORES EN MI ZONA 😡;1;cobertura_zona
Quedé muy satisfecho con el servicio. normlmente hy reprtidores disponibles 👏;4;cobertura_zona
Simplemente correcto. me ayudaron pero lento;3;soporte_cliente
Fue una experiencia muy agradable. PEDIDO PERFECTO SIN ERRORES 👏;5;errores_pedido
Superó mis expectativas. buena atencion al cliente 😊;4;soporte_cliente
Fue una experiencia muy agradable. RICA Y BIEN PREPARADA 😊;4;calidad_comida
Quedé muy satisfecho con el servicio. buen precio para la calidad 👏;4;precio
Fue una experiencia muy agradable. soporte excelente solucionaron todo 👏 pfff;5;soporte_cliente
No fue una buena experiencia. 40 min de retrso, un desstre;1;tiempo_entrega
No fue una buena experiencia. TARDO MUCHISIMO LA ENTREGA 😡;2;tiempo_entrega
Quedé bastante decepcionado. se equivocaron pero lo solucionaron tarde;2;errores_pedido
La experiencia dejó mucho que desear. faltaban productos 😤;1;errores_pedido
Fue una experiencia estándar. hubo un pequeño error pero nada grave pfff;3;errores_pedido
No fue nada fuera de lo común. precio normal supongo;3;precio
Quedé bastante decepcionado. nunca hay disponibilidad;1;cobertura_zona
El servicio fue insatisfactorio. precios abusivos;1;precio
Superó mis expectativas. entreg bstnte rpid l verdd 👍;4;tiempo_entrega
Quedé bastante decepcionado. no hay repartidores en mi zona 😡;1;cobertura_zona
Quedé bastante decepcionado. va lenta y se traba fatal;2;usabilidad_app
No fue nada fuera de lo común. precio norml supongo pfff;3;precio
Fue una experiencia muy agradable. SUPER RAPIDO EN MENOS DE 15MIN 😍 ok;5;tiempo_entrega
No fue nada fuera de lo común. llego un poco tarde pero ok;3;tiempo_entrega
Superó mis expectativas. buen precio pr l clidd;4;precio
En general, estuvo aceptable. hubo un pequeño error pero nada grave;3;errores_pedido
La experiencia fue excelente. super barato con la promo 🔥;5;precio
Quedé muy satisfecho con el servicio. LLEGO RAPIDO 👍 👏;4;tiempo_entrega
no muy buena la calidad 👎 pfff;2;calidad_comida
En general, estuvo aceptable. calidad normal, nada especial;3;calidad_comida
No fue una buena experiencia. PEDI hace 2 horas y no llega 😡 pfff;1;tiempo_entrega
Fue una experiencia estándar.  veces hy servicio  veces no;3;cobertura_zona
La experiencia fue excelente. soporte excelente solucionaron todo 👏;5;soporte_cliente
Simplemente correcto. funcion pero  veces fll;3;usabilidad_app
No fue nada fuera de lo común. calidad normal, nada especial ok;3;calidad_comida
No cumplió con lo esperado. faltaban productos;1;errores_pedido
No cumplió con lo esperado. nunca llega el pedido pfff 👎;1;tiempo_entrega
El servicio fue insatisfactorio. soporte inutil;1;soporte_cliente
Fue una experiencia estándar. A VECES HAY SERVICIO A VECES NO;3;cobertura_zona
La experiencia fue excelente. ric y bien preprd 😊;4;calidad_comida
Simplemente correcto. me ayudaron pero lento;3;soporte_cliente
La experiencia fue excelente. buena atencion al cliente 😊;4;soporte_cliente
Fue una experiencia estándar. funciona pero a veces falla;3;usabilidad_app
Quedé muy satisfecho con el servicio. todo correcto esta vez 👍 👏 ok;4;errores_pedido
El servicio fue insatisfactorio. NO MUY BUENA LA CALIDAD;2;calidad_comida
El servicio fue insatisfactorio. crashea todo el rato;1;usabilidad_app
El servicio fue insatisfactorio. CRASHEA TODO EL RATO;1;usabilidad_app
La experiencia dejó mucho que desear. VA LENTA Y SE TRABA 👎;2;usabilidad_app
No fue una buena experiencia. va lenta y se traba 😡 fatal;2;usabilidad_app
La experiencia fue excelente. SOPORTE EXCELENTE SOLUCIONARON TODO 👏 😊;5;soporte_cliente
Cumplió sin destacar demasiado. hubo un pequeño error pero nd grve;3;errores_pedido
Simplemente correcto. funcion pero  veces fll;3;usabilidad_app
Quedé muy satisfecho con el servicio. siempre hy cobertur en mi zon 👍 😍 pfff;5;cobertura_zona
Quedé muy satisfecho con el servicio. todo sbroso y clentito 🔥;4;calidad_comida
No fue nada fuera de lo común. HUBO UN PEQUEÑO ERROR PERO NADA GRAVE;3;errores_pedido
La experiencia fue excelente. SUPER rapido en menos de 15min 😍 😍;5;tiempo_entrega
Fue una experiencia estándar. ME AYUDARON PERO LENTO;3;soporte_cliente
No fue nada fuera de lo común. hubo un pequeño error pero nada grave;3;errores_pedido
No fue una buena experiencia. se equivocaron pero lo solucionaron tarde 👎 brutal;2;errores_pedido
No fue una buena experiencia. nunca llega el pedido pfff;1;tiempo_entrega
Superó mis expectativas. soporte excelente solucionaron todo 👏;5;soporte_cliente
Superó mis expectativas. PEDIDO PERFECTO SIN ERRORES 👏;5;errores_pedido
Fue una experiencia muy agradable. APP FACIL DE USAR 👍 ok;4;usabilidad_app
La experiencia dejó mucho que desear. tencion pesim no responden 😡 😤;1;soporte_cliente
No cumplió con lo esperado. algo caro la verdad fatal;2;precio
No cumplió con lo esperado. nunca hay disponibilidad 😡;1;cobertura_zona
No fue nada fuera de lo común. calidad normal, nada especial meh;3;calidad_comida
La experiencia dejó mucho que desear. se equivocron pero lo solucionron trde;2;errores_pedido
Quedé bastante decepcionado. poca cobertura donde vivo ok;2;cobertura_zona
La experiencia fue excelente. siempre hay cobertura en mi zona 👍;5;cobertura_zona
Superó mis expectativas. rica y bien preparada 😊;4;calidad_comida
En general, estuvo aceptable. hubo un pequeño error pero nada grave;3;errores_pedido
No fue una buena experiencia. la app no funciona se cuelga 😡 brutal;1;usabilidad_app
Fue una experiencia muy agradable. SOPORTE EXCELENTE SOLUCIONARON TODO 👏;5;soporte_cliente
Superó mis expectativas. llego rapido 👍;4;tiempo_entrega
No fue nada fuera de lo común. calidad normal, nada especial;3;calidad_comida
Fue una experiencia muy agradable. todo sabroso y calentito;4;calidad_comida
No cumplió con lo esperado. soporte inutil 😭;1;soporte_cliente
Simplemente correcto. calidad normal, nada especial;3;calidad_comida
El servicio fue insatisfactorio. no muy buena la calidad;2;calidad_comida
El servicio fue insatisfactorio. pedido incorrecto otra vez 😡 👎;1;errores_pedido
La experiencia fue excelente. buena atencion al cliente 😊;4;soporte_cliente
Superó mis expectativas. normalmente hay repartidores disponibles 👍;4;cobertura_zona
La experiencia fue excelente. TODO SABROSO Y CALENTITO;4;calidad_comida
La experiencia fue excelente. todo correcto esta vez 👍 pfff;4;errores_pedido
No fue una buena experiencia. tardaron en contestar;2;soporte_cliente
Fue una experiencia estándar. precio normal supongo fatal;3;precio
Fue una experiencia muy agradable. entrega bastante rapida la verdad;4;tiempo_entrega
No fue una buena experiencia. POCA COBERTURA DONDE VIVO;2;cobertura_zona
Todo salió realmente bien. ME ENCANTA la interfaz super intuitiva 😍;5;usabilidad_app
nunca llega el pedido pfff 😤 brutal;1;tiempo_entrega
Quedé muy satisfecho con el servicio. SOPORTE EXCELENTE SOLUCIONARON TODO 👏 😍;5;soporte_cliente
Quedé bastante decepcionado. no muy buena la calidad;2;calidad_comida
El servicio fue insatisfactorio. PEDI hace 2 horas y no llega 😡 👎;1;tiempo_entrega
Superó mis expectativas. todo sabroso y calentito;4;calidad_comida
Fue una experiencia estándar. hubo un pequeño error pero nada grave;3;errores_pedido
Fue una experiencia muy agradable. APP FACIL DE USAR 👍;4;usabilidad_app
El servicio fue insatisfactorio. soporte inutil meh;1;soporte_cliente
No fue una buena experiencia. comid fri y psd 😡 👎;1;calidad_comida
La experiencia dejó mucho que desear. llego tarde otra vez 😤 👎;2;tiempo_entrega
Todo salió realmente bien. buen precio para la calidad 👍;4;precio
La experiencia fue excelente. pedido perfecto sin errores 👏;5;errores_pedido
Todo salió realmente bien. PEDIDO PERFECTO SIN ERRORES 👏 😊;5;errores_pedido
La experiencia dejó mucho que desear. va lenta y se traba 😤;2;usabilidad_app
La experiencia fue excelente. soporte excelente solucionaron todo 👏 😊;5;soporte_cliente
El servicio fue insatisfactorio. ME TRAJERON OTRA COSA fatal;1;errores_pedido
Fue una experiencia estándar. FUNCIONA PERO A VECES FALLA;3;usabilidad_app
No fue una buena experiencia. 40 MIN DE RETRASO, UN DESASTRE;1;tiempo_entrega
No fue una buena experiencia. tardo muchisimo la entrega;2;tiempo_entrega
No fue una buena experiencia. va lenta y se traba pfff;2;usabilidad_app
Todo salió realmente bien. todo correcto esta vez 👍;4;errores_pedido
Quedé muy satisfecho con el servicio. normalmente hay repartidores disponibles fatal;4;cobertura_zona
Quedé bastante decepcionado. CARISIMO para lo que es 💸;1;precio
El servicio fue insatisfactorio. lgo cro l verdd;2;precio
Quedé bastante decepcionado. nunca llega el pedido pfff;1;tiempo_entrega
El servicio fue insatisfactorio. va lenta y se traba 👎;2;usabilidad_app
Todo salió realmente bien. normalmente hay repartidores disponibles 👏;4;cobertura_zona
No fue una buena experiencia. no hay repartidores en mi zona 😡;1;cobertura_zona
Quedé bastante decepcionado. 40 min de retraso, un desastre 😭;1;tiempo_entrega
Todo salió realmente bien. app facil de usar 👍 brutal;4;usabilidad_app
La experiencia fue excelente. SUPER RAPIDO EN MENOS DE 15MIN 😍;5;tiempo_entrega
No cumplió con lo esperado. no muy buena la calidad 😡;2;calidad_comida
La experiencia dejó mucho que desear. va lenta y se traba brutal;2;usabilidad_app
Simplemente correcto. funciona pero a veces falla ok;3;usabilidad_app
No fue una buena experiencia. no muy buen l clidd brutal;2;calidad_comida
La experiencia dejó mucho que desear. NUNCA HAY DISPONIBILIDAD;1;cobertura_zona
Quedé bastante decepcionado. PEDIDO INCORRECTO OTRA VEZ 😡;1;errores_pedido
Fue una experiencia muy agradable. impresionante lo rapido que llego 🔥;5;tiempo_entrega
Quedé muy satisfecho con el servicio. NORMALMENTE HAY REPARTIDORES DISPONIBLES;4;cobertura_zona
No fue una buena experiencia. FALTABAN PRODUCTOS;1;errores_pedido
Cumplió sin destacar demasiado. me ayudaron pero lento;3;soporte_cliente
Fue una experiencia muy agradable. llego rapido 👍 meh;4;tiempo_entrega
Superó mis expectativas. IMPRESIONANTE LO RAPIDO QUE LLEGO 🔥 👏;5;tiempo_entrega
Quedé bastante decepcionado. 40 min de retraso, un desastre 😡;1;tiempo_entrega
Todo salió realmente bien. soporte excelente solucionaron todo 👏;5;soporte_cliente
No fue nada fuera de lo común. funciona pero a veces falla;3;usabilidad_app
Superó mis expectativas. app facil de usar 👍;4;usabilidad_app
Todo salió realmente bien. app facil de usar 👍;4;usabilidad_app
No cumplió con lo esperado. se equivocron pero lo solucionron trde pfff;2;errores_pedido
La experiencia dejó mucho que desear. PEDI hace 2 horas y no llega 😡;1;tiempo_entrega
Superó mis expectativas. app facil de usar 👍 😊;4;usabilidad_app
Fue una experiencia estándar. TIEMPO NORMAL SUPONGO;3;tiempo_entrega
La experiencia fue excelente. llego rapido 👍 brutal;4;tiempo_entrega
Quedé muy satisfecho con el servicio. ME ENCANTA l interfz super intuitiv 😍;5;usabilidad_app
Fue una experiencia muy agradable. normalmente hay repartidores disponibles 👏 brutal;4;cobertura_zona
La experiencia fue excelente. buen precio para la calidad;4;precio
Fue una experiencia muy agradable. soporte excelente solucionaron todo 👏;5;soporte_cliente
No fue nada fuera de lo común. ME AYUDARON PERO LENTO;3;soporte_cliente
Quedé muy satisfecho con el servicio. app facil de usar 👍 😍;4;usabilidad_app
Quedé muy satisfecho con el servicio. SUPER rapido en menos de 15min 😍;5;tiempo_entrega
Superó mis expectativas. soporte excelente solucionron todo 👏;5;soporte_cliente
Superó mis expectativas. normalmente hay repartidores disponibles pfff;4;cobertura_zona
Quedé muy satisfecho con el servicio. rica y bien preparada 😊;4;calidad_comida
No fue nada fuera de lo común. tiempo normal supongo;3;tiempo_entrega
Todo salió realmente bien. app facil de usar 👍;4;usabilidad_app
La experiencia dejó mucho que desear. SOPORTE INUTIL;1;soporte_cliente
La experiencia fue excelente. todo sbroso y clentito;4;calidad_comida
Quedé bastante decepcionado. tardaron en contestar 🤦;2;soporte_cliente
No fue una buena experiencia. va lenta y se traba fatal;2;usabilidad_app
No fue una buena experiencia. la app no funciona se cuelga 😡;1;usabilidad_app
Fue una experiencia muy agradable. todo sbroso y clentito;4;calidad_comida
Fue una experiencia estándar. calidad normal, nada especial;3;calidad_comida
Cumplió sin destacar demasiado. FUNCIONA PERO A VECES FALLA;3;usabilidad_app
No fue una buena experiencia. poca cobertura donde vivo;2;cobertura_zona
Todo salió realmente bien. ME ENCANTA LA INTERFAZ SUPER INTUITIVA 😍 🔥;5;usabilidad_app
Fue una experiencia muy agradable. PEDIDO PERFECTO SIN ERRORES 👏 😊;5;errores_pedido
Superó mis expectativas. super barato con la promo 🔥 🔥 brutal;5;precio
Quedé muy satisfecho con el servicio. BUEN PRECIO PARA LA CALIDAD;4;precio
Superó mis expectativas. super barato con la promo 🔥 meh;5;precio
No fue una buena experiencia. no hay repartidores en mi zona 😡;1;cobertura_zona
Todo salió realmente bien. app facil de usar 👍 😍;4;usabilidad_app
No fue nada fuera de lo común. funcion pero  veces fll pfff;3;usabilidad_app
La experiencia fue excelente. super barato con la promo 🔥;5;precio
Superó mis expectativas. ESPECTACULAR la comida 😍🔥;5;calidad_comida
Quedé muy satisfecho con el servicio. CALIDAD INCREIBLE ME ENCANTO 👍;5;calidad_comida
Quedé bastante decepcionado. algo caro la verdad ok;2;precio
En general, estuvo aceptable. PRECIO NORMAL SUPONGO;3;precio
trdron en contestr 😭 ok;2;soporte_cliente
